timestamp,device_id,site,sensor_type,value,unit,anomaly
2026-09-08T06:40:00Z,sm-004,riverside-park,air_quality,9.6,ug/m3,
2026-09-08T06:40:00Z,sm-005,riverside-park,temperature,17.4,C,
2026-09-08T06:40:00Z,sm-006,riverside-park,noise,45.2,dB,
2026-09-08T06:40:00Z,sm-007,north-industrial,air_quality,34.6,ug/m3,
2026-09-08T06:40:00Z,sm-008,north-industrial,temperature,18.5,C,
2026-09-08T06:40:00Z,sm-009,north-industrial,noise,54.2,dB,
2026-09-08T06:50:00Z,sm-001,metro-core,air_quality,29.4,ug/m3,
2026-09-08T06:50:00Z,sm-002,metro-core,temperature,19.2,C,
2026-09-08T06:50:00Z,sm-003,metro-core,noise,59.3,dB,
2026-09-08T06:50:00Z,sm-004,riverside-park,air_quality,10.7,ug/m3,
2026-09-08T06:50:00Z,sm-005,riverside-park,temperature,16.2,C,
2026-09-08T06:50:00Z,sm-006,riverside-park,noise,46.6,dB,
2026-09-08T06:50:00Z,sm-007,north-industrial,air_quality,38.8,ug/m3,
2026-09-08T06:50:00Z,sm-008,north-industrial,temperature,18.9,C,
2026-09-08T06:50:00Z,sm-009,north-industrial,noise,54.7,dB,
2026-09-08T07:00:00Z,sm-001,metro-core,air_quality,30.4,ug/m3,
2026-09-08T07:00:00Z,sm-002,metro-core,temperature,19.6,C,
2026-09-08T07:00:00Z,sm-003,metro-core,noise,60.5,dB,
2026-09-08T07:00:00Z,sm-004,riverside-park,air_quality,11.3,ug/m3,
2026-09-08T07:00:00Z,sm-005,riverside-park,temperature,17.9,C,
2026-09-08T07:00:00Z,sm-006,riverside-park,noise,48.0,dB,
2026-09-08T07:00:00Z,sm-007,north-industrial,air_quality,41.6,ug/m3,
2026-09-08T07:00:00Z,sm-008,north-industrial,temperature,18.9,C,
2026-09-08T07:00:00Z,sm-009,north-industrial,noise,55.6,dB,
2026-09-08T07:10:00Z,sm-001,metro-core,air_quality,26.3,ug/m3,
2026-09-08T07:10:00Z,sm-002,metro-core,temperature,18.9,C,
2026-09-08T07:10:00Z,sm-003,metro-core,noise,59.2,dB,
2026-09-08T07:10:00Z,sm-004,riverside-park,air_quality,12.2,ug/m3,
2026-09-08T07:10:00Z,sm-005,riverside-park,temperature,17.5,C,
2026-09-08T07:10:00Z,sm-006,riverside-park,noise,51.5,dB,
2026-09-08T07:10:00Z,sm-007,north-industrial,air_quality,33.3,ug/m3,
2026-09-08T07:10:00Z,sm-008,north-industrial,temperature,20.0,C,
2026-09-08T07:10:00Z,sm-009,north-industrial,noise,57.3,dB,
2026-09-08T07:20:00Z,sm-001,metro-core,air_quality,29.3,ug/m3,
2026-09-08T07:20:00Z,sm-002,metro-core,temperature,20.0,C,
2026-09-08T07:20:00Z,sm-003,metro-core,noise,61.3,dB,
2026-09-08T07:20:00Z,sm-004,riverside-park,air_quality,11.4,ug/m3,
2026-09-08T07:20:00Z,sm-005,riverside-park,temperature,17.8,C,
2026-09-08T07:20:00Z,sm-006,riverside-park,noise,50.7,dB,
2026-09-08T07:20:00Z,sm-007,north-industrial,air_quality,43.9,ug/m3,
2026-09-08T07:20:00Z,sm-008,north-industrial,temperature,19.0,C,
2026-09-08T07:20:00Z,sm-009,north-industrial,noise,59.4,dB,
2026-09-08T07:30:00Z,sm-001,metro-core,air_quality,35.9,ug/m3,
2026-09-08T07:30:00Z,sm-002,metro-core,temperature,20.5,C,
2026-09-08T07:30:00Z,sm-003,metro-core,noise,61.6,dB,
2026-09-08T07:30:00Z,sm-004,riverside-park,air_quality,13.2,ug/m3,
2026-09-08T07:30:00Z,sm-005,riverside-park,temperature,17.9,C,
2026-09-08T07:30:00Z,sm-006,riverside-park,noise,56.1,dB,
2026-09-08T07:30:00Z,sm-007,north-industrial,air_quality,38.2,ug/m3,
2026-09-08T07:30:00Z,sm-008,north-industrial,temperature,19.7,C,
2026-09-08T07:30:00Z,sm-009,north-industrial,noise,57.3,dB,
2026-09-08T07:40:00Z,sm-001,metro-core,air_quality,32.6,ug/m3,
2026-09-08T07:40:00Z,sm-002,metro-core,temperature,20.9,C,
2026-09-08T07:40:00Z,sm-003,metro-core,noise,61.4,dB,
2026-09-08T07:40:00Z,sm-004,riverside-park,air_quality,12.4,ug/m3,
2026-09-08T07:40:00Z,sm-005,riverside-park,temperature,17.7,C,
2026-09-08T07:40:00Z,sm-006,riverside-park,noise,64.2,dB,passby
2026-09-08T07:40:00Z,sm-007,north-industrial,air_quality,45.8,ug/m3,
2026-09-08T07:40:00Z,sm-008,north-industrial,temperature,20.5,C,
2026-09-08T07:40:00Z,sm-009,north-industrial,noise,61.6,dB,
2026-09-08T07:50:00Z,sm-001,metro-core,air_quality,32.0,ug/m3,
2026-09-08T07:50:00Z,sm-002,metro-core,temperature,20.6,C,
2026-09-08T07:50:00Z,sm-003,metro-core,noise,77.6,dB,passby
2026-09-08T07:50:00Z,sm-004,riverside-park,air_quality,10.6,ug/m3,
2026-09-08T07:50:00Z,sm-005,riverside-park,temperature,18.1,C,
2026-09-08T07:50:00Z,sm-006,riverside-park,noise,53.0,dB,
2026-09-08T07:50:00Z,sm-007,north-industrial,air_quality,43.8,ug/m3,
2026-09-08T07:50:00Z,sm-008,north-industrial,temperature,20.2,C,
2026-09-08T07:50:00Z,sm-009,north-industrial,noise,69.6,dB,passby
2026-09-08T08:00:00Z,sm-001,metro-core,air_quality,31.2,ug/m3,
2026-09-08T08:00:00Z,sm-002,metro-core,temperature,20.4,C,
2026-09-08T08:00:00Z,sm-003,metro-core,noise,65.3,dB,
2026-09-08T08:00:00Z,sm-004,riverside-park,air_quality,12.8,ug/m3,
2026-09-08T08:00:00Z,sm-005,riverside-park,temperature,18.3,C,
2026-09-08T08:00:00Z,sm-006,riverside-park,noise,55.6,dB,
2026-09-08T08:00:00Z,sm-007,north-industrial,air_quality,40.4,ug/m3,
2026-09-08T08:00:00Z,sm-008,north-industrial,temperature,20.4,C,
2026-09-08T08:00:00Z,sm-009,north-industrial,noise,60.0,dB,
2026-09-08T08:10:00Z,sm-001,metro-core,air_quality,30.4,ug/m3,
2026-09-08T08:10:00Z,sm-002,metro-core,temperature,20.9,C,
2026-09-08T08:10:00Z,sm-003,metro-core,noise,65.9,dB,
2026-09-08T08:10:00Z,sm-004,riverside-park,air_quality,16.0,ug/m3,
2026-09-08T08:10:00Z,sm-005,riverside-park,temperature,19.4,C,
2026-09-08T08:10:00Z,sm-006,riverside-park,noise,52.6,dB,
2026-09-08T08:10:00Z,sm-007,north-industrial,air_quality,38.2,ug/m3,
2026-09-08T08:10:00Z,sm-008,north-industrial,temperature,21.1,C,
2026-09-08T08:10:00Z,sm-009,north-industrial,noise,62.6,dB,
2026-09-08T08:20:00Z,sm-001,metro-core,air_quality,31.7,ug/m3,
2026-09-08T08:20:00Z,sm-002,metro-core,temperature,20.6,C,
2026-09-08T08:20:00Z,sm-003,metro-core,noise,65.0,dB,
2026-09-08T08:20:00Z,sm-004,riverside-park,air_quality,12.0,ug/m3,
2026-09-08T08:20:00Z,sm-005,riverside-park,temperature,19.7,C,
2026-09-08T08:20:00Z,sm-006,riverside-park,noise,54.7,dB,
2026-09-08T08:20:00Z,sm-007,north-industrial,air_quality,49.1,ug/m3,
2026-09-08T08:20:00Z,sm-008,north-industrial,temperature,20.8,C,
2026-09-08T08:20:00Z,sm-009,north-industrial,noise,60.0,dB,
2026-09-08T08:30:00Z,sm-001,metro-core,air_quality,34.1,ug/m3,
2026-09-08T08:30:00Z,sm-002,metro-core,temperature,20.6,C,
2026-09-08T08:30:00Z,sm-003,metro-core,noise,64.3,dB,
2026-09-08T08:30:00Z,sm-004,riverside-park,air_quality,12.6,ug/m3,
2026-09-08T08:30:00Z,sm-005,riverside-park,temperature,19.8,C,
2026-09-08T08:30:00Z,sm-006,riverside-park,noise,53.8,dB,
2026-09-08T08:30:00Z,sm-007,north-industrial,air_quality,61.3,ug/m3,
2026-09-08T08:30:00Z,sm-008,north-industrial,temperature,21.1,C,
2026-09-08T08:30:00Z,sm-009,north-industrial,noise,64.1,dB,
2026-09-08T08:40:00Z,sm-001,metro-core,air_quality,29.3,ug/m3,
2026-09-08T08:40:00Z,sm-002,metro-core,temperature,20.8,C,
2026-09-08T08:40:00Z,sm-003,metro-core,noise,66.1,dB,
2026-09-08T08:40:00Z,sm-004,riverside-park,air_quality,12.4,ug/m3,
2026-09-08T08:40:00Z,sm-005,riverside-park,temperature,20.5,C,
2026-09-08T08:40:00Z,sm-006,riverside-park,noise,54.9,dB,
2026-09-08T08:40:00Z,sm-007,north-industrial,air_quality,38.1,ug/m3,
2026-09-08T08:40:00Z,sm-008,north-industrial,temperature,21.9,C,
2026-09-08T08:40:00Z,sm-009,north-industrial,noise,65.6,dB,
2026-09-08T08:50:00Z,sm-001,metro-core,air_quality,27.2,ug/m3,
2026-09-08T08:50:00Z,sm-002,metro-core,temperature,21.2,C,
2026-09-08T08:50:00Z,sm-003,metro-core,noise,67.4,dB,
2026-09-08T08:50:00Z,sm-004,riverside-park,air_quality,10.6,ug/m3,
2026-09-08T08:50:00Z,sm-005,riverside-park,temperature,20.2,C,
2026-09-08T08:50:00Z,sm-006,riverside-park,noise,55.9,dB,
2026-09-08T08:50:00Z,sm-007,north-industrial,air_quality,43.1,ug/m3,
2026-09-08T08:50:00Z,sm-008,north-industrial,temperature,21.7,C,
2026-09-08T08:50:00Z,sm-009,north-industrial,noise,62.8,dB,
2026-09-08T09:00:00Z,sm-001,metro-core,air_quality,24.9,ug/m3,
2026-09-08T09:00:00Z,sm-002,metro-core,temperature,22.1,C,
2026-09-08T09:00:00Z,sm-003,metro-core,noise,67.2,dB,
2026-09-08T09:00:00Z,sm-004,riverside-park,air_quality,12.6,ug/m3,
2026-09-08T09:00:00Z,sm-005,riverside-park,temperature,21.3,C,
2026-09-08T09:00:00Z,sm-006,riverside-park,noise,57.5,dB,
2026-09-08T09:00:00Z,sm-007,north-industrial,air_quality,40.8,ug/m3,
2026-09-08T09:00:00Z,sm-008,north-industrial,temperature,21.9,C,
2026-09-08T09:00:00Z,sm-009,north-industrial,noise,63.0,dB,
2026-09-08T09:10:00Z,sm-001,metro-core,air_quality,31.1,ug/m3,
2026-09-08T09:10:00Z,sm-002,metro-core,temperature,21.6,C,
2026-09-08T09:10:00Z,sm-003,metro-core,noise,66.4,dB,
2026-09-08T09:10:00Z,sm-004,riverside-park,air_quality,10.3,ug/m3,
2026-09-08T09:10:00Z,sm-005,riverside-park,temperature,20.6,C,
2026-09-08T09:10:00Z,sm-006,riverside-park,noise,57.2,dB,
2026-09-08T09:10:00Z,sm-007,north-industrial,air_quality,40.0,ug/m3,
2026-09-08T09:10:00Z,sm-008,north-industrial,temperature,22.0,C,
2026-09-08T09:10:00Z,sm-009,north-industrial,noise,65.3,dB,
2026-09-08T09:20:00Z,sm-001,metro-core,air_quality,28.7,ug/m3,
2026-09-08T09:20:00Z,sm-002,metro-core,temperature,22.5,C,
2026-09-08T09:20:00Z,sm-003,metro-core,noise,67.6,dB,
2026-09-08T09:20:00Z,sm-004,riverside-park,air_quality,10.6,ug/m3,
2026-09-08T09:20:00Z,sm-005,riverside-park,temperature,20.7,C,
2026-09-08T09:20:00Z,sm-006,riverside-park,noise,55.7,dB,
2026-09-08T09:20:00Z,sm-007,north-industrial,air_quality,36.5,ug/m3,
2026-09-08T09:20:00Z,sm-008,north-industrial,temperature,22.3,C,
2026-09-08T09:20:00Z,sm-009,north-industrial,noise,72.8,dB,passby
2026-09-08T09:30:00Z,sm-001,metro-core,air_quality,23.7,ug/m3,
2026-09-08T09:30:00Z,sm-002,metro-core,temperature,21.9,C,
2026-09-08T09:30:00Z,sm-003,metro-core,noise,66.1,dB,
2026-09-08T09:30:00Z,sm-004,riverside-park,air_quality,10.5,ug/m3,
2026-09-08T09:30:00Z,sm-005,riverside-park,temperature,21.3,C,
2026-09-08T09:30:00Z,sm-006,riverside-park,noise,58.5,dB,
2026-09-08T09:30:00Z,sm-007,north-industrial,air_quality,35.8,ug/m3,
2026-09-08T09:30:00Z,sm-008,north-industrial,temperature,22.7,C,
2026-09-08T09:30:00Z,sm-009,north-industrial,noise,64.6,dB,
2026-09-08T09:40:00Z,sm-001,metro-core,air_quality,33.2,ug/m3,
2026-09-08T09:40:00Z,sm-002,metro-core,temperature,23.2,C,
2026-09-08T09:40:00Z,sm-003,metro-core,noise,65.8,dB,
2026-09-08T09:40:00Z,sm-004,riverside-park,air_quality,12.0,ug/m3,
2026-09-08T09:40:00Z,sm-005,riverside-park,temperature,21.6,C,
2026-09-08T09:40:00Z,sm-006,riverside-park,noise,58.9,dB,
2026-09-08T09:40:00Z,sm-007,north-industrial,air_quality,36.4,ug/m3,
2026-09-08T09:40:00Z,sm-008,north-industrial,temperature,23.3,C,
2026-09-08T09:40:00Z,sm-009,north-industrial,noise,63.4,dB,
2026-09-08T09:50:00Z,sm-001,metro-core,air_quality,28.6,ug/m3,
2026-09-08T09:50:00Z,sm-002,metro-core,temperature,23.2,C,
2026-09-08T09:50:00Z,sm-003,metro-core,noise,67.1,dB,
2026-09-08T09:50:00Z,sm-004,riverside-park,air_quality,9.8,ug/m3,
2026-09-08T09:50:00Z,sm-005,riverside-park,temperature,21.7,C,
2026-09-08T09:50:00Z,sm-006,riverside-park,noise,56.8,dB,
2026-09-08T09:50:00Z,sm-007,north-industrial,air_quality,36.8,ug/m3,
2026-09-08T09:50:00Z,sm-008,north-industrial,temperature,23.2,C,
2026-09-08T09:50:00Z,sm-009,north-industrial,noise,64.8,dB,
2026-09-08T10:00:00Z,sm-001,metro-core,air_quality,32.9,ug/m3,
2026-09-08T10:00:00Z,sm-002,metro-core,temperature,22.3,C,
2026-09-08T10:00:00Z,sm-003,metro-core,noise,66.3,dB,
2026-09-08T10:00:00Z,sm-004,riverside-park,air_quality,9.9,ug/m3,
2026-09-08T10:00:00Z,sm-005,riverside-park,temperature,23.0,C,
2026-09-08T10:00:00Z,sm-006,riverside-park,noise,57.7,dB,
2026-09-08T10:00:00Z,sm-007,north-industrial,air_quality,126.7,ug/m3,spike
2026-09-08T10:00:00Z,sm-008,north-industrial,temperature,24.2,C,
2026-09-08T10:00:00Z,sm-009,north-industrial,noise,63.6,dB,
2026-09-08T10:10:00Z,sm-001,metro-core,air_quality,23.0,ug/m3,
2026-09-08T10:10:00Z,sm-002,metro-core,temperature,23.4,C,
2026-09-08T10:10:00Z,sm-003,metro-core,noise,67.7,dB,
2026-09-08T10:10:00Z,sm-004,riverside-park,air_quality,9.1,ug/m3,
2026-09-08T10:10:00Z,sm-005,riverside-park,temperature,21.8,C,
2026-09-08T10:10:00Z,sm-006,riverside-park,noise,56.8,dB,
2026-09-08T10:10:00Z,sm-007,north-industrial,air_quality,40.5,ug/m3,
2026-09-08T10:10:00Z,sm-008,north-industrial,temperature,24.0,C,
2026-09-08T10:10:00Z,sm-009,north-industrial,noise,63.6,dB,stuck
2026-09-08T10:20:00Z,sm-001,metro-core,air_quality,23.7,ug/m3,
2026-09-08T10:20:00Z,sm-002,metro-core,temperature,23.8,C,
2026-09-08T10:20:00Z,sm-003,metro-core,noise,66.2,dB,
2026-09-08T10:20:00Z,sm-004,riverside-park,air_quality,9.3,ug/m3,
2026-09-08T10:20:00Z,sm-005,riverside-park,temperature,23.0,C,
2026-09-08T10:20:00Z,sm-006,riverside-park,noise,55.4,dB,
2026-09-08T10:20:00Z,sm-007,north-industrial,air_quality,38.1,ug/m3,
2026-09-08T10:20:00Z,sm-008,north-industrial,temperature,24.2,C,
2026-09-08T10:20:00Z,sm-009,north-industrial,noise,63.6,dB,stuck
2026-09-08T10:30:00Z,sm-001,metro-core,air_quality,23.3,ug/m3,
2026-09-08T10:30:00Z,sm-002,metro-core,temperature,23.5,C,
2026-09-08T10:30:00Z,sm-003,metro-core,noise,68.1,dB,
2026-09-08T10:30:00Z,sm-004,riverside-park,air_quality,10.4,ug/m3,
2026-09-08T10:30:00Z,sm-005,riverside-park,temperature,23.3,C,
2026-09-08T10:30:00Z,sm-006,riverside-park,noise,57.8,dB,
2026-09-08T10:30:00Z,sm-007,north-industrial,air_quality,36.4,ug/m3,
2026-09-08T10:30:00Z,sm-008,north-industrial,temperature,24.2,C,
2026-09-08T10:30:00Z,sm-009,north-industrial,noise,63.6,dB,stuck
2026-09-08T10:40:00Z,sm-001,metro-core,air_quality,26.0,ug/m3,
2026-09-08T10:40:00Z,sm-002,metro-core,temperature,23.8,C,
2026-09-08T10:40:00Z,sm-003,metro-core,noise,69.5,dB,
2026-09-08T10:40:00Z,sm-004,riverside-park,air_quality,9.5,ug/m3,
2026-09-08T10:40:00Z,sm-005,riverside-park,temperature,22.7,C,
2026-09-08T10:40:00Z,sm-006,riverside-park,noise,56.1,dB,
2026-09-08T10:40:00Z,sm-007,north-industrial,air_quality,31.2,ug/m3,
2026-09-08T10:40:00Z,sm-008,north-industrial,temperature,23.6,C,
2026-09-08T10:40:00Z,sm-009,north-industrial,noise,63.6,dB,stuck
2026-09-08T10:50:00Z,sm-001,metro-core,air_quality,21.2,ug/m3,
2026-09-08T10:50:00Z,sm-002,metro-core,temperature,23.9,C,
2026-09-08T10:50:00Z,sm-003,metro-core,noise,78.0,dB,passby
2026-09-08T10:50:00Z,sm-004,riverside-park,air_quality,9.0,ug/m3,
2026-09-08T10:50:00Z,sm-005,riverside-park,temperature,24.0,C,
2026-09-08T10:50:00Z,sm-006,riverside-park,noise,56.7,dB,
2026-09-08T10:50:00Z,sm-007,north-industrial,air_quality,39.3,ug/m3,
2026-09-08T10:50:00Z,sm-008,north-industrial,temperature,24.4,C,
2026-09-08T10:50:00Z,sm-009,north-industrial,noise,63.6,dB,stuck
2026-09-08T11:00:00Z,sm-001,metro-core,air_quality,23.4,ug/m3,
2026-09-08T11:00:00Z,sm-002,metro-core,temperature,24.5,C,
2026-09-08T11:00:00Z,sm-003,metro-core,noise,69.0,dB,
2026-09-08T11:00:00Z,sm-004,riverside-park,air_quality,9.1,ug/m3,
2026-09-08T11:00:00Z,sm-005,riverside-park,temperature,23.5,C,
2026-09-08T11:00:00Z,sm-006,riverside-park,noise,56.4,dB,
2026-09-08T11:00:00Z,sm-007,north-industrial,air_quality,33.9,ug/m3,
2026-09-08T11:00:00Z,sm-008,north-industrial,temperature,25.1,C,
2026-09-08T11:00:00Z,sm-009,north-industrial,noise,63.5,dB,
2026-09-08T11:10:00Z,sm-001,metro-core,air_quality,21.9,ug/m3,
2026-09-08T11:10:00Z,sm-002,metro-core,temperature,24.2,C,
2026-09-08T11:10:00Z,sm-003,metro-core,noise,69.2,dB,
2026-09-08T11:10:00Z,sm-004,riverside-park,air_quality,8.6,ug/m3,
2026-09-08T11:10:00Z,sm-005,riverside-park,temperature,23.3,C,
2026-09-08T11:10:00Z,sm-006,riverside-park,noise,57.2,dB,
2026-09-08T11:10:00Z,sm-007,north-industrial,air_quality,41.3,ug/m3,
2026-09-08T11:10:00Z,sm-008,north-industrial,temperature,24.8,C,
2026-09-08T11:10:00Z,sm-009,north-industrial,noise,65.2,dB,
2026-09-08T11:20:00Z,sm-001,metro-core,air_quality,21.7,ug/m3,
2026-09-08T11:20:00Z,sm-002,metro-core,temperature,24.2,C,
2026-09-08T11:20:00Z,sm-003,metro-core,noise,67.8,dB,
2026-09-08T11:20:00Z,sm-004,riverside-park,air_quality,8.6,ug/m3,
2026-09-08T11:20:00Z,sm-005,riverside-park,temperature,24.4,C,
2026-09-08T11:20:00Z,sm-006,riverside-park,noise,56.9,dB,
2026-09-08T11:20:00Z,sm-007,north-industrial,air_quality,32.6,ug/m3,
2026-09-08T11:20:00Z,sm-008,north-industrial,temperature,25.3,C,
2026-09-08T11:20:00Z,sm-009,north-industrial,noise,64.3,dB,
2026-09-08T11:30:00Z,sm-001,metro-core,air_quality,18.8,ug/m3,
2026-09-08T11:30:00Z,sm-002,metro-core,temperature,25.1,C,
2026-09-08T11:30:00Z,sm-003,metro-core,noise,69.3,dB,
2026-09-08T11:30:00Z,sm-004,riverside-park,air_quality,9.7,ug/m3,
2026-09-08T11:30:00Z,sm-005,riverside-park,temperature,25.1,C,
2026-09-08T11:30:00Z,sm-006,riverside-park,noise,55.8,dB,
2026-09-08T11:30:00Z,sm-007,north-industrial,air_quality,35.0,ug/m3,
2026-09-08T11:30:00Z,sm-008,north-industrial,temperature,25.9,C,
2026-09-08T11:30:00Z,sm-009,north-industrial,noise,63.0,dB,
2026-09-08T11:40:00Z,sm-001,metro-core,air_quality,22.0,ug/m3,
2026-09-08T11:40:00Z,sm-002,metro-core,temperature,24.3,C,
2026-09-08T11:40:00Z,sm-003,metro-core,noise,67.5,dB,
2026-09-08T11:40:00Z,sm-004,riverside-park,air_quality,9.3,ug/m3,
2026-09-08T11:40:00Z,sm-005,riverside-park,temperature,25.1,C,
2026-09-08T11:40:00Z,sm-006,riverside-park,noise,80.8,dB,spike
2026-09-08T11:40:00Z,sm-007,north-industrial,air_quality,36.6,ug/m3,
2026-09-08T11:40:00Z,sm-008,north-industrial,temperature,25.5,C,
2026-09-08T11:40:00Z,sm-009,north-industrial,noise,62.4,dB,
2026-09-08T11:50:00Z,sm-001,metro-core,air_quality,23.3,ug/m3,
2026-09-08T11:50:00Z,sm-002,metro-core,temperature,25.1,C,
2026-09-08T11:50:00Z,sm-003,metro-core,noise,69.1,dB,
2026-09-08T11:50:00Z,sm-004,riverside-park,air_quality,9.5,ug/m3,
2026-09-08T11:50:00Z,sm-005,riverside-park,temperature,24.5,C,
2026-09-08T11:50:00Z,sm-006,riverside-park,noise,56.6,dB,
2026-09-08T11:50:00Z,sm-007,north-industrial,air_quality,36.5,ug/m3,
2026-09-08T11:50:00Z,sm-008,north-industrial,temperature,25.6,C,
2026-09-08T11:50:00Z,sm-009,north-industrial,noise,62.9,dB,
2026-09-08T12:00:00Z,sm-001,metro-core,air_quality,23.1,ug/m3,
2026-09-08T12:00:00Z,sm-002,metro-core,temperature,25.2,C,
2026-09-08T12:00:00Z,sm-003,metro-core,noise,70.0,dB,
2026-09-08T12:00:00Z,sm-004,riverside-park,air_quality,10.3,ug/m3,
2026-09-08T12:00:00Z,sm-005,riverside-park,temperature,25.1,C,
2026-09-08T12:00:00Z,sm-006,riverside-park,noise,55.9,dB,
2026-09-08T12:00:00Z,sm-007,north-industrial,air_quality,43.9,ug/m3,
2026-09-08T12:00:00Z,sm-008,north-industrial,temperature,25.6,C,
2026-09-08T12:00:00Z,sm-009,north-industrial,noise,66.7,dB,
2026-09-08T12:10:00Z,sm-001,metro-core,air_quality,22.6,ug/m3,
2026-09-08T12:10:00Z,sm-002,metro-core,temperature,25.3,C,
2026-09-08T12:10:00Z,sm-003,metro-core,noise,68.8,dB,
2026-09-08T12:10:00Z,sm-004,riverside-park,air_quality,13.4,ug/m3,
2026-09-08T12:10:00Z,sm-005,riverside-park,temperature,26.1,C,
2026-09-08T12:10:00Z,sm-006,riverside-park,noise,55.4,dB,
2026-09-08T12:10:00Z,sm-007,north-industrial,air_quality,31.4,ug/m3,
2026-09-08T12:10:00Z,sm-008,north-industrial,temperature,26.5,C,
2026-09-08T12:10:00Z,sm-009,north-industrial,noise,84.9,dB,spike
2026-09-08T12:20:00Z,sm-001,metro-core,air_quality,24.0,ug/m3,
2026-09-08T12:20:00Z,sm-002,metro-core,temperature,26.2,C,
2026-09-08T12:20:00Z,sm-003,metro-core,noise,69.2,dB,
2026-09-08T12:20:00Z,sm-004,riverside-park,air_quality,9.2,ug/m3,
2026-09-08T12:20:00Z,sm-005,riverside-park,temperature,26.0,C,
2026-09-08T12:20:00Z,sm-006,riverside-park,noise,55.8,dB,
2026-09-08T12:20:00Z,sm-007,north-industrial,air_quality,39.8,ug/m3,
2026-09-08T12:20:00Z,sm-008,north-industrial,temperature,26.5,C,
2026-09-08T12:20:00Z,sm-009,north-industrial,noise,64.4,dB,
2026-09-08T12:30:00Z,sm-001,metro-core,air_quality,24.3,ug/m3,
2026-09-08T12:30:00Z,sm-002,metro-core,temperature,25.8,C,
2026-09-08T12:30:00Z,sm-003,metro-core,noise,71.4,dB,
2026-09-08T12:30:00Z,sm-004,riverside-park,air_quality,9.0,ug/m3,
2026-09-08T12:30:00Z,sm-005,riverside-park,temperature,25.1,C,
2026-09-08T12:30:00Z,sm-006,riverside-park,noise,58.1,dB,
2026-09-08T12:30:00Z,sm-007,north-industrial,air_quality,46.2,ug/m3,
2026-09-08T12:30:00Z,sm-008,north-industrial,temperature,26.8,C,
2026-09-08T12:30:00Z,sm-009,north-industrial,noise,63.5,dB,
2026-09-08T12:40:00Z,sm-001,metro-core,air_quality,23.2,ug/m3,
2026-09-08T12:40:00Z,sm-002,metro-core,temperature,25.8,C,
2026-09-08T12:40:00Z,sm-003,metro-core,noise,67.6,dB,
2026-09-08T12:40:00Z,sm-004,riverside-park,air_quality,10.0,ug/m3,
2026-09-08T12:40:00Z,sm-005,riverside-park,temperature,25.3,C,
2026-09-08T12:40:00Z,sm-006,riverside-park,noise,57.0,dB,
2026-09-08T12:40:00Z,sm-007,north-industrial,air_quality,30.7,ug/m3,
2026-09-08T12:40:00Z,sm-008,north-industrial,temperature,26.4,C,
2026-09-08T12:40:00Z,sm-009,north-industrial,noise,63.3,dB,
2026-09-08T12:50:00Z,sm-001,metro-core,air_quality,20.6,ug/m3,
2026-09-08T12:50:00Z,sm-002,metro-core,temperature,26.0,C,
2026-09-08T12:50:00Z,sm-003,metro-core,noise,66.9,dB,
2026-09-08T12:50:00Z,sm-004,riverside-park,air_quality,10.9,ug/m3,
2026-09-08T12:50:00Z,sm-005,riverside-park,temperature,26.5,C,
2026-09-08T12:50:00Z,sm-006,riverside-park,noise,57.1,dB,
2026-09-08T12:50:00Z,sm-007,north-industrial,air_quality,35.7,ug/m3,
2026-09-08T12:50:00Z,sm-008,north-industrial,temperature,26.6,C,
2026-09-08T12:50:00Z,sm-009,north-industrial,noise,62.5,dB,
2026-09-08T13:00:00Z,sm-001,metro-core,air_quality,24.2,ug/m3,
2026-09-08T13:00:00Z,sm-002,metro-core,temperature,27.0,C,
2026-09-08T13:00:00Z,sm-003,metro-core,noise,69.5,dB,
2026-09-08T13:00:00Z,sm-004,riverside-park,air_quality,10.1,ug/m3,
2026-09-08T13:00:00Z,sm-005,riverside-park,temperature,26.5,C,
2026-09-08T13:00:00Z,sm-006,riverside-park,noise,58.7,dB,
2026-09-08T13:00:00Z,sm-007,north-industrial,air_quality,46.7,ug/m3,
2026-09-08T13:00:00Z,sm-008,north-industrial,temperature,26.8,C,
2026-09-08T13:00:00Z,sm-009,north-industrial,noise,63.1,dB,
2026-09-08T13:10:00Z,sm-001,metro-core,air_quality,20.8,ug/m3,
2026-09-08T13:10:00Z,sm-002,metro-core,temperature,26.2,C,
2026-09-08T13:10:00Z,sm-003,metro-core,noise,69.2,dB,
2026-09-08T13:10:00Z,sm-004,riverside-park,air_quality,9.6,ug/m3,
2026-09-08T13:10:00Z,sm-005,riverside-park,temperature,26.2,C,
2026-09-08T13:10:00Z,sm-006,riverside-park,noise,57.3,dB,
2026-09-08T13:10:00Z,sm-007,north-industrial,air_quality,32.8,ug/m3,
2026-09-08T13:10:00Z,sm-008,north-industrial,temperature,26.5,C,
2026-09-08T13:10:00Z,sm-009,north-industrial,noise,61.7,dB,
2026-09-08T13:20:00Z,sm-001,metro-core,air_quality,22.0,ug/m3,
2026-09-08T13:20:00Z,sm-002,metro-core,temperature,26.8,C,
2026-09-08T13:20:00Z,sm-003,metro-core,noise,66.8,dB,
2026-09-08T13:20:00Z,sm-004,riverside-park,air_quality,10.3,ug/m3,
2026-09-08T13:20:00Z,sm-005,riverside-park,temperature,25.9,C,
2026-09-08T13:20:00Z,sm-006,riverside-park,noise,56.5,dB,
